"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000106305",139.052058614922,0.176119904351156,0.174359447816394,0,1,1
"ENSG00000106327",5.19876072130606,0.223230432424025,0.794317476397129,0,1,1
"ENSG00000106330",296.311267366696,-0.196340801134019,0.157418567220828,0,1,1
"ENSG00000106333",5778.43827981162,-0.6096443934992,0.0788896668003711,0,1,1
"ENSG00000106336",6.46808063956705,-1.21028047642853,0.777527958217709,-0.270447479355663,0.786816017211399,1
"ENSG00000106344",467.399845607982,0.343690940986376,0.128173561719607,0,1,1
"ENSG00000106346",235.498177706027,-0.0939699873011317,0.137500999314327,0,1,1
"ENSG00000106348",847.963169064764,0.424179384136814,0.12411170122388,0,1,1
"ENSG00000106351",149.748466024171,-0.0921973774677172,0.199184163024493,0,1,1
"ENSG00000106355",302.219818912529,0.144594099979519,0.130606648752269,0,1,1
"ENSG00000106366",6467.12022437247,0.637519173052106,0.320216355480052,0,1,1
"ENSG00000106367",912.123266966306,-0.0235950300263114,0.0908728768759592,0,1,1
"ENSG00000106392",584.713709467576,-0.0115801397296557,0.102440528565267,0,1,1
"ENSG00000106397",1764.42201776526,0.325970830728237,0.08702514340897,0,1,1
"ENSG00000106399",108.449470564585,0.038297604970356,0.197541445941674,0,1,1
"ENSG00000106400",761.576440992318,-0.019194175345413,0.102859905906557,0,1,1
"ENSG00000106404",177.253869478373,0.0651377677412391,0.162365030072911,0,1,1
"ENSG00000106415",216.918284936409,0.574141893390254,0.163499871711767,0,1,1
"ENSG00000106443",616.987214595776,-0.379205946300259,0.108225899201846,0,1,1
"ENSG00000106459",213.56584451157,-0.0771189827312543,0.146690495000146,0,1,1
"ENSG00000106460",1545.20463256,0.0166632641831057,0.110645848516513,0,1,1
"ENSG00000106462",103.242429184274,-0.952618627678816,0.222152175679714,0,1,1
"ENSG00000106477",191.921826948249,-0.389208556094199,0.158865856019653,0,1,1
"ENSG00000106479",541.36329752504,-0.18477273743619,0.109601218274653,0,1,1
"ENSG00000106483",437.585149037829,-1.10659298438321,0.224136326008232,-0.475572105073676,0.634379252374779,1
"ENSG00000106484",677.213238740759,-1.86376412470018,0.137293362452434,-6.29137570288169,3.14664721868449e-10,6.69641490882935e-08
"ENSG00000106511",9.44288697777371,0.890788473662806,0.632733983610105,0,1,1
"ENSG00000106524",340.8573345383,-0.647719374489695,0.123865822779399,0,1,1
"ENSG00000106526",7.20256587435532,-0.565226247220504,0.735490235947567,0,1,1
"ENSG00000106537",17.7386494106073,-0.335351011219021,0.450826498115418,0,1,1
"ENSG00000106538",2358.62941744311,-0.356924384589512,0.109878311547698,0,1,1
"ENSG00000106546",1739.09522833024,-0.159444794248797,0.112844396639083,0,1,1
"ENSG00000106554",1162.90315224036,-0.0471759714969915,0.0961166018614168,0,1,1
"ENSG00000106560",7.70218137193479,0.73577216267286,0.736367390385379,0,1,1
"ENSG00000106565",861.719078144247,0.344118443816046,0.130982565850417,0,1,1
"ENSG00000106571",811.065131971017,-0.51514887731543,0.0991600915153234,0,1,1
"ENSG00000106588",49.4929237391859,-0.290144986461841,0.284930639243493,0,1,1
"ENSG00000106591",572.234266609889,0.178700976652251,0.113618521311584,0,1,1
"ENSG00000106603",414.345691874716,-0.37477969094325,0.121036076456758,0,1,1
"ENSG00000106605",480.286515694657,0.062137327410895,0.115757725858872,0,1,1
"ENSG00000106608",566.898219151447,-0.00882555672177958,0.106828366062483,0,1,1
"ENSG00000106609",3009.46016006015,0.217193378197216,0.0836380875863457,0,1,1
"ENSG00000106610",66.6389188394116,-0.194071398951743,0.238516078417303,0,1,1
"ENSG00000106615",2192.91734771394,0.947219092732001,0.0971338069013795,0,1,1
"ENSG00000106617",1018.35298653981,1.61669514559358,0.128678714902104,4.79251868549316,1.64700426680377e-06,0.000208375329229309
"ENSG00000106624",11852.4454140064,-0.178371911701186,0.124188484917741,0,1,1
"ENSG00000106628",979.098442366002,-0.0813681839218081,0.102586335080093,0,1,1
"ENSG00000106631",0.700139427308814,-0.35651755243411,2.47516809050822,0,1,NA
"ENSG00000106633",28.7536952566234,-0.30502938097355,0.372963988875106,0,1,1
"ENSG00000106635",637.696766055579,0.178831276641745,0.103262506064092,0,1,1
"ENSG00000106636",2085.64933753385,0.0864778522394074,0.0868683262986087,0,1,1
"ENSG00000106638",668.516508969302,0.0340403172678975,0.113682346718042,0,1,1
"ENSG00000106665",1921.74133789378,-0.235713487592728,0.105762692450436,0,1,1
"ENSG00000106682",6080.27488368932,0.0410811802759829,0.079537935251854,0,1,1
"ENSG00000106683",1185.12286345251,-0.259658508465345,0.0906140310358924,0,1,1
"ENSG00000106686",11.2111691784382,-0.70812410764519,0.562114616281714,0,1,1
"ENSG00000106688",624.627625110471,0.66112442581811,0.171412600531067,0,1,1
"ENSG00000106692",1162.36723192889,0.113118292842406,0.0928282572466154,0,1,1
"ENSG00000106701",125.683705551848,0.186381330351855,0.178529320814417,0,1,1
"ENSG00000106714",47.8890374493772,0.915556468496243,0.327400221915933,0,1,1
"ENSG00000106723",1924.0450562708,-0.317332490164975,0.0941657510076613,0,1,1
"ENSG00000106733",248.398107360749,0.0932613919390025,0.135880761002087,0,1,1
"ENSG00000106771",2243.43363488105,0.207098797980113,0.0874125656748547,0,1,1
"ENSG00000106772",5663.01511650358,0.78958060878234,0.095848023676068,0,1,1
"ENSG00000106780",1353.02487166425,0.301780119770932,0.115542714339972,0,1,1
"ENSG00000106785",211.805357892675,-0.565381874556919,0.188235971507605,0,1,1
"ENSG00000106789",8.67067237165906,0.305937485694031,0.629785043278401,0,1,1
"ENSG00000106799",3508.34671130204,0.0315288449967724,0.323787511120064,0,1,1
"ENSG00000106803",819.080687252621,0.0951523545319919,0.121945021540528,0,1,1
"ENSG00000106804",239.10199803272,0.196061220900761,0.136688595869792,0,1,1
"ENSG00000106809",2574.09617994308,-0.985225442890927,0.121195314451652,0,1,1
"ENSG00000106819",2101.83160047854,0.140726705742407,0.187074710223152,0,1,1
"ENSG00000106823",921.952493643962,-0.366877025462213,0.15329526235042,0,1,1
"ENSG00000106829",791.744874100489,-0.212690892233969,0.128957004885135,0,1,1
"ENSG00000106853",1396.94089282413,-0.0440334186843474,0.135584866888185,0,1,1
"ENSG00000106868",503.431228350137,0.152831925392698,0.117401207983356,0,1,1
"ENSG00000106927",5.81078961194782,0.391736660519448,0.817116137561385,0,1,1
"ENSG00000106948",522.184037803054,-0.76477758033177,0.115497220727867,0,1,1
"ENSG00000106976",884.745882993046,-1.7562724441622,0.09941164973096,-7.6074830888424,2.79485076288959e-14,9.13804388571934e-12
"ENSG00000106991",2739.5235211551,-0.425421844984822,0.0815894057947001,0,1,1
"ENSG00000106992",182.910717392463,-0.215604798363477,0.162543583937633,0,1,1
"ENSG00000106993",403.690610358141,0.567717048374723,0.149534725561478,0,1,1
"ENSG00000107020",203.26385786316,0.0952988253072624,0.163002838624911,0,1,1
"ENSG00000107021",988.520528207316,-0.0492527455027007,0.0921168648795498,0,1,1
"ENSG00000107036",1440.03339910719,0.0909653537259008,0.0902122289431824,0,1,1
"ENSG00000107077",397.923042053598,-0.183545712674193,0.127793037748697,0,1,1
"ENSG00000107099",15.0712423027772,-0.0715745729421725,0.476365007581485,0,1,1
"ENSG00000107104",1276.71448146957,1.16659038308074,0.153066288488965,1.08835449480929,0.276438641728532,1
"ENSG00000107105",1.61720745568249,0.836077494775824,1.34937912220938,0,1,NA
"ENSG00000107130",1076.00911398245,-0.486956867303537,0.111127829828164,0,1,1
"ENSG00000107140",545.304395819113,0.190742863700953,0.128844590920647,0,1,1
"ENSG00000107147",0.686574844078381,0.0159335924934835,2.57017782063702,0,1,NA
"ENSG00000107159",24.1338274187947,-0.516394217489548,0.448624646198981,0,1,1
"ENSG00000107164",1159.45223294129,0.0607079684456255,0.0869972676531472,0,1,1
"ENSG00000107175",923.822079112826,-0.036860427457262,0.097304996689028,0,1,1
"ENSG00000107185",850.898266582127,0.026739903357906,0.101676000409941,0,1,1
"ENSG00000107186",1707.72394001158,-0.252059382304434,0.0900122639294412,0,1,1
"ENSG00000107201",353.469801756517,-0.0902419203354838,0.153864643492978,0,1,1
"ENSG00000107223",2397.16069445219,-0.0536542986315545,0.0920484913850211,0,1,1
"ENSG00000107242",0.749451399427011,0.534645377162101,2.18479479523532,0,1,NA
"ENSG00000107249",695.771958899611,0.372279826227237,0.104412028520211,0,1,1
"ENSG00000107262",593.675060982147,0.0604131302982557,0.117705158759112,0,1,1
"ENSG00000107263",1834.81867505848,0.230376099669136,0.101470522998581,0,1,1
"ENSG00000107281",822.217994308733,0.176902044242409,0.103858800549177,0,1,1
"ENSG00000107282",427.32619144304,-0.244562543883101,0.113229898680405,0,1,1
"ENSG00000107290",3089.28293491833,0.0421445138683329,0.0844757531484536,0,1,1
"ENSG00000107317",4666.46187729963,-0.182407962253022,0.106836399224917,0,1,1
"ENSG00000107331",1315.75935452905,-0.0274384827065571,0.150164918115997,0,1,1
"ENSG00000107338",118.379905137904,-1.00860320531165,0.186747601586572,-0.0460686254525346,0.96325555270868,1
"ENSG00000107341",1679.78768765213,0.0309673039886173,0.102986928792191,0,1,1
"ENSG00000107362",200.424340231083,0.474835761379595,0.172580190879149,0,1,1
"ENSG00000107371",166.452770111666,0.0813645873268145,0.172403234461662,0,1,1
"ENSG00000107372",5461.99371575763,0.693813952842284,0.174548862913643,0,1,1
"ENSG00000107404",1027.56921668135,0.127462230139595,0.0919478433059431,0,1,1
"ENSG00000107438",2869.89772446901,0.762402760058182,0.167835332668017,0,1,1
"ENSG00000107443",121.191038254835,-0.0864219589565289,0.185039623049144,0,1,1
"ENSG00000107485",0.954289842081133,1.67966753979075,2.70603630988893,0.25116719140352,0.801684849115304,NA
"ENSG00000107518",17.2997166875905,-0.790105170012224,0.463323814579423,0,1,1
"ENSG00000107521",1931.60081944514,0.0657278825427264,0.0880921000764552,0,1,1
"ENSG00000107537",724.487858153428,0.0521524042660116,0.103688276417045,0,1,1
"ENSG00000107551",579.435622967715,-0.192836690041867,0.18269791640905,0,1,1
"ENSG00000107554",796.828981011473,-0.119355692345287,0.118747152897879,0,1,1
"ENSG00000107560",611.419167084999,0.110998435484342,0.111081426183215,0,1,1
"ENSG00000107562",25136.3075719089,-1.91166865292339,0.105862862926648,-8.61178913662175,7.19290576778984e-18,3.2801362897733e-15
"ENSG00000107566",1655.3378030749,-0.0148518914735861,0.0836091792390655,0,1,1
"ENSG00000107581",8894.60421330559,0.203421694052723,0.0741172054340461,0,1,1
"ENSG00000107611",41.0823697386133,-1.53800424333452,0.319896405004591,-1.68180771936716,0.0926061313719901,1
"ENSG00000107614",107.748658472887,-0.223650784389946,0.198797423160261,0,1,1
"ENSG00000107623",4138.06251300248,-0.766471560611063,0.277498255680188,0,1,1
"ENSG00000107625",908.6826907441,-0.0346849872291844,0.100808746676614,0,1,1
"ENSG00000107643",496.064026084547,-0.0116500434578929,0.116977178578176,0,1,1
"ENSG00000107651",1254.58057193918,0.181061410863849,0.107913508036444,0,1,1
"ENSG00000107669",546.157313771888,0.0222413305138586,0.126774717521676,0,1,1
"ENSG00000107672",187.060306716835,0.289450426698928,0.151002555466749,0,1,1
"ENSG00000107679",660.741030921783,0.305188236787773,0.100382806994621,0,1,1
"ENSG00000107719",18.855627814738,0.35425915148824,0.55755805830024,0,1,1
"ENSG00000107731",562.142033392034,-1.02361716983574,0.148476150707622,-0.159063726552615,0.873618666332432,1
"ENSG00000107736",5.5286957342097,-0.196049158816753,0.770016382519116,0,1,1
"ENSG00000107738",4736.19243970184,0.347401076825796,0.10586782054662,0,1,1
"ENSG00000107742",7.39665191185592,-0.0979856380016957,0.753069666641687,0,1,1
"ENSG00000107745",1638.64945847688,-0.098254703225675,0.091292584357549,0,1,1
"ENSG00000107758",1585.28989187603,0.141375195672263,0.108985219594923,0,1,1
"ENSG00000107771",1212.77217452975,-0.052191906469899,0.103102551989525,0,1,1
"ENSG00000107779",988.622639610821,0.000539225572319096,0.094365496917051,0,1,1
"ENSG00000107789",596.797526437407,0.161667882210225,0.112310090268859,0,1,1
"ENSG00000107796",2427.809962315,1.14309826595611,0.122253876227239,1.17050084931563,0.241799472563656,1
"ENSG00000107798",1278.32523749196,0.196452313203648,0.0952987162250366,0,1,1
"ENSG00000107815",127.949139108541,0.255720723641516,0.186803067461467,0,1,1
"ENSG00000107816",2836.47896267231,0.158493272855982,0.0814128708935965,0,1,1
"ENSG00000107819",1979.27280558538,0.268918449698477,0.0820871891001406,0,1,1
"ENSG00000107821",484.077789657041,-1.02940883003344,0.133579815388953,-0.220159235493866,0.825747143076581,1
"ENSG00000107829",505.761479508454,0.253489960230639,0.110464964417238,0,1,1
"ENSG00000107833",220.457797172597,-0.203758695555498,0.154899709940431,0,1,1
"ENSG00000107854",2333.05615861504,-0.24810664235305,0.0935315110897763,0,1,1
"ENSG00000107859",2.37287712910756,1.05617287316354,1.18844808880785,0.0472657356198807,0.962301436560705,NA
"ENSG00000107862",2515.80468113651,-0.0863572434158735,0.0829196890515299,0,1,1
"ENSG00000107863",5111.56193392572,0.10032649833144,0.0990203677287948,0,1,1
"ENSG00000107864",43.0271480819846,0.00212481406447068,0.296061452395661,0,1,1
"ENSG00000107872",106.554323365984,0.201381165650537,0.193612769211416,0,1,1
"ENSG00000107874",859.948460821235,0.0159202104881338,0.0962319163578904,0,1,1
"ENSG00000107882",736.642276282968,-0.493879394335785,0.0994816243913006,0,1,1
"ENSG00000107890",301.872852750894,-0.255296282795095,0.138875999821811,0,1,1
"ENSG00000107897",702.532634211375,-0.0444194828471945,0.111797015419503,0,1,1
"ENSG00000107902",231.15138376112,-0.320220108771051,0.143847401605897,0,1,1
"ENSG00000107929",1240.24975398042,0.582856450494721,0.117604798265926,0,1,1
"ENSG00000107937",774.499204520611,0.488516579864862,0.1113438876557,0,1,1
"ENSG00000107938",326.276513898676,-0.0709125580272053,0.12507654516424,0,1,1
"ENSG00000107949",437.189170274304,0.089108345113344,0.1188115319174,0,1,1
"ENSG00000107951",244.335385553044,0.0802741389037718,0.135745189401057,0,1,1
"ENSG00000107954",7.41945573341932,-0.159262438462806,0.695016759643148,0,1,1
"ENSG00000107957",8755.51950964559,0.162935113208541,0.0967340067607302,0,1,1
"ENSG00000107959",1313.88802858315,0.170189965507421,0.0939358671140473,0,1,1
"ENSG00000107960",263.593607583563,-0.133556234626909,0.168223527835667,0,1,1
"ENSG00000107968",536.659556658061,1.13302074108367,0.128094600924271,1.03845704755592,0.299057322298598,1
"ENSG00000107984",461.278876158633,0.433750465230764,0.120641853546773,0,1,1
"ENSG00000108001",198.602715685257,-0.448762092345764,0.279571193714745,0,1,1
"ENSG00000108010",655.25058272104,0.0732578185518862,0.118294618916549,0,1,1
"ENSG00000108021",1256.93745997092,-0.025257292898454,0.0856455317361917,0,1,1
"ENSG00000108039",1132.15862654091,0.0367611648197405,0.090463523031286,0,1,1
"ENSG00000108055",1501.84411082915,0.0309660268648615,0.105617720455267,0,1,1
"ENSG00000108061",1266.62761421724,0.274486873280309,0.105193292588123,0,1,1
"ENSG00000108064",380.080795787269,-0.0972488212194998,0.122817740170507,0,1,1
"ENSG00000108091",1469.42783403267,0.0787107493271892,0.0899695116206232,0,1,1
"ENSG00000108094",819.94792941824,0.0392167357987874,0.0989559557667439,0,1,1
"ENSG00000108100",1922.71315773682,0.189430481402688,0.103389165016722,0,1,1
"ENSG00000108106",258.849507835794,0.223450340322622,0.156223226725591,0,1,1
"ENSG00000108107",9907.26619336641,-0.142791531977186,0.0861999016957204,0,1,1
"ENSG00000108175",3618.03859335712,-0.383531870852395,0.117939299924229,0,1,1
"ENSG00000108176",18.8372143416317,-1.05362170377833,0.464955510561989,-0.115326526001423,0.908186313924624,1
"ENSG00000108179",573.924573219366,0.298896808615235,0.113286312045216,0,1,1
"ENSG00000108187",192.262421686942,-0.0486239369503035,0.151903879609937,0,1,1
"ENSG00000108219",806.284929193994,-0.0704341292520155,0.106953164157054,0,1,1
"ENSG00000108231",21.5534621417325,-1.9802979339725,0.545735628101031,-1.7962872194795,0.0724488494162772,1
"ENSG00000108239",711.485846564749,0.0743045980279619,0.105272197570982,0,1,1
"ENSG00000108255",0.675706740217765,-0.713553086949068,2.24680843942361,0,1,NA
"ENSG00000108256",2441.32137688442,0.389551255238264,0.0835916268018042,0,1,1
"ENSG00000108262",1191.10961962947,0.580486908824078,0.134081343292041,0,1,1
"ENSG00000108264",247.19896369768,0.0711518770847194,0.133864910134248,0,1,1
"ENSG00000108270",727.071241644885,0.248886080220394,0.103263281996315,0,1,1
"ENSG00000108272",41.7982411880454,-0.15237352188532,0.303846737549031,0,1,1
"ENSG00000108278",284.485422843088,-0.167569687901339,0.140104359478408,0,1,1
"ENSG00000108292",1980.30773283195,0.141484596819905,0.0821822917333219,0,1,1
"ENSG00000108294",844.864310047285,0.0866026010310506,0.0959551576091898,0,1,1
"ENSG00000108296",417.510312097873,-0.0308248592416331,0.131481065078111,0,1,1
"ENSG00000108298",17665.0922835027,-0.0823613148949386,0.0955377098242907,0,1,1
"ENSG00000108306",178.931559080828,-0.248056897406292,0.166365328091509,0,1,1
"ENSG00000108309",12.3699297341352,0.53705818144747,0.550145528584193,0,1,1
"ENSG00000108312",2169.19311228009,-0.121521269711498,0.0925407444837673,0,1,1
"ENSG00000108344",1757.91430937287,-0.000464152241033463,0.0847507217930572,0,1,1
"ENSG00000108349",1927.17275490866,-0.0855582444654963,0.0855036794062726,0,1,1
"ENSG00000108352",55.4030325941818,-0.687794438488661,0.266018638119134,0,1,1
"ENSG00000108370",25.0261868265308,0.382959645343147,0.386557712350772,0,1,1
"ENSG00000108379",54.1369365044286,-0.315380338290366,0.273582125374658,0,1,1
"ENSG00000108381",309.651860574459,0.263694151497591,0.173826566778943,0,1,1
"ENSG00000108384",156.869589377784,-0.128710049984932,0.165676669632253,0,1,1
"ENSG00000108387",19.0735217743043,2.00914758002047,0.478831768851576,2.1075201055285,0.0350725207877209,1
"ENSG00000108389",920.165592343385,0.182478368125809,0.114454600040961,0,1,1
"ENSG00000108395",842.328478074128,-0.12025134698782,0.11114895231246,0,1,1
"ENSG00000108406",1576.06785747709,0.0582741108951421,0.0982726892565631,0,1,1
"ENSG00000108423",49.3833129637334,-0.035600965218718,0.283750666563997,0,1,1
"ENSG00000108424",4783.93832116936,0.224286106754366,0.0735887902052431,0,1,1
"ENSG00000108433",399.398501489829,-0.0246527883894977,0.154666634032733,0,1,1
"ENSG00000108439",138.718509068352,-0.0691002172621277,0.180996694763073,0,1,1
"ENSG00000108443",706.417703800059,-0.0059700365446744,0.100391442483483,0,1,1
"ENSG00000108448",194.783019406667,-0.387252786318643,0.147348273284907,0,1,1
"ENSG00000108465",977.650300970887,0.108054607234669,0.0939858887335594,0,1,1
"ENSG00000108468",1454.48047071438,-0.468261066993821,0.0883054746602631,0,1,1
"ENSG00000108469",359.058619275504,-0.127170167722979,0.119421550276772,0,1,1
"ENSG00000108474",123.739677991544,-0.222682706132807,0.22596058016547,0,1,1
"ENSG00000108479",195.721312638212,0.196659009689734,0.157213277981236,0,1,1
"ENSG00000108506",260.971321739549,0.118693200795374,0.161799245037432,0,1,1
"ENSG00000108509",734.376159290871,0.137123354370759,0.0953632643942351,0,1,1
"ENSG00000108510",1701.12439443691,0.152900991019465,0.0880353755084844,0,1,1
"ENSG00000108511",43.5166498206642,0.298093226232063,0.31904967437406,0,1,1
"ENSG00000108515",90.9440915693636,0.585898957977068,0.249862150197589,0,1,1
"ENSG00000108518",3999.48016044689,0.277185614511512,0.112037923688977,0,1,1
"ENSG00000108523",1298.09042092707,0.192357784884196,0.0993801108212789,0,1,1
"ENSG00000108528",548.36797685577,-0.0765202938674916,0.104002700941511,0,1,1
"ENSG00000108551",91.3028017953746,1.55705334010588,0.664047101522523,0.838876246622678,0.401538758470628,1
"ENSG00000108556",8.21257689238941,0.25430747492626,0.769424434489898,0,1,1
"ENSG00000108557",738.458670751324,-0.18747880567917,0.127255635886886,0,1,1
"ENSG00000108559",401.089078947912,0.103354811618345,0.115551916332334,0,1,1
"ENSG00000108561",604.534148278095,0.133902233746282,0.103394883197822,0,1,1
"ENSG00000108576",2.13211147013038,-1.16276310118579,1.3915181522528,-0.116968004278123,0.906885408285942,NA
"ENSG00000108578",394.515963401008,-0.166160716605572,0.142420261065007,0,1,1
"ENSG00000108582",7720.34409079319,0.547370911490505,0.115483037803149,0,1,1
"ENSG00000108587",693.567032988414,-0.078725561249581,0.100750003080788,0,1,1
"ENSG00000108588",1295.80217055293,0.268057189165265,0.0886932895198408,0,1,1
"ENSG00000108590",58.6136806221871,0.195998298823611,0.256043740576284,0,1,1
"ENSG00000108591",551.134154019806,0.152786218629752,0.104327961442274,0,1,1
"ENSG00000108592",1283.08015775536,0.279545295510884,0.0945402361967778,0,1,1
"ENSG00000108599",697.62282664515,0.10469237397309,0.111972531644515,0,1,1
"ENSG00000108602",7.42552197672761,-2.55636105952841,0.825456369547354,-1.88545526686269,0.0593683984479712,1
"ENSG00000108604",2178.07169386197,1.2444403055208,0.133342991128835,1.83316950858425,0.0667773668417464,1
"ENSG00000108622",2.34521533862657,-1.46241997469012,1.32906781786401,-0.347928050378413,0.727894218675633,NA
"ENSG00000108639",365.696123149908,0.663627911266258,0.155343118572722,0,1,1
"ENSG00000108641",173.58997055804,-0.578886918465384,0.204816456899872,0,1,1
"ENSG00000108651",567.963241875775,0.0830039674789306,0.10652377850631,0,1,1
"ENSG00000108654",13042.2814021673,0.118384443243868,0.0790224908842552,0,1,1
"ENSG00000108666",126.179422886795,-0.0553441886774061,0.181053584403438,0,1,1
"ENSG00000108669",338.244973571216,-0.170923483631272,0.155176015148426,0,1,1
"ENSG00000108671",1038.9977736169,0.044321468079442,0.107642526282403,0,1,1
"ENSG00000108679",3768.37310258732,-0.0735706106957258,0.0827166272868641,0,1,1
"ENSG00000108684",7.4457878610527,-2.81510272888478,0.951120884827223,-1.90838279112597,0.0563417594087547,1
"ENSG00000108688",14.1401639429426,-3.27136454484263,0.888015544286698,-2.55779818208826,0.010533720594085,0.622692439933672
"ENSG00000108691",944.635518169398,-0.559371284368898,0.317404161594109,0,1,1
"ENSG00000108700",15.0228073646638,-4.04393601160104,0.810805515894127,-3.7542122641387,0.000173887464362315,0.0167360130901076
"ENSG00000108733",212.961803998661,-0.33900064493508,0.146169158177655,0,1,1
"ENSG00000108771",286.798374518735,0.0589161360651406,0.128413635539355,0,1,1
"ENSG00000108773",508.029567172206,0.0236651808072058,0.118641119610193,0,1,1
"ENSG00000108774",805.852444166916,0.240154336167994,0.0931549536659844,0,1,1
"ENSG00000108784",1220.82500437102,0.184040927058499,0.0855731675842008,0,1,1
"ENSG00000108785",51.238817826977,-0.040243846146547,0.27321102514861,0,1,1
"ENSG00000108786",117.954243778902,0.0620429574850317,0.181403804522051,0,1,1
"ENSG00000108788",521.926020627999,0.272694380407144,0.11241802478316,0,1,1
"ENSG00000108797",1571.49402615978,-0.603472874316184,0.0985902702945566,0,1,1
"ENSG00000108799",1334.40432785196,0.340157899732769,0.0954282763869656,0,1,1
"ENSG00000108813",2.3216967689094,0.555394681226124,1.33304091682621,0,1,NA
"ENSG00000108819",1531.24010670314,-0.21572679520989,0.101598752451934,0,1,1
"ENSG00000108821",100990.694351515,-1.30494629943595,0.0854339807847439,-3.56937949788711,0.000357827762069147,0.0320255847051887
"ENSG00000108823",9.01887591589736,0.06410707764584,0.625422916702949,0,1,1
"ENSG00000108826",351.121739511184,-0.243682335930659,0.138699285682102,0,1,1
"ENSG00000108828",12535.8419444865,-0.621401453167354,0.0985207589177799,0,1,1
"ENSG00000108829",1662.04560941713,0.48452882937661,0.0999285366475095,0,1,1
"ENSG00000108830",158.263285028196,-2.36352793870988,0.259133210737726,-5.26188030792368,1.42589584223633e-07,2.16747484653591e-05
"ENSG00000108839",42.7537967378183,-0.557537096330842,0.298800697112873,0,1,1
"ENSG00000108840",2773.77478353325,0.565652761822147,0.11451213387239,0,1,1
"ENSG00000108846",411.610218243128,0.740595089138006,0.165747125193034,0,1,1
"ENSG00000108848",3085.24182326965,0.00919408904342272,0.0934344003683843,0,1,1
"ENSG00000108852",137.854677858758,-0.733892899508311,0.211901346442656,0,1,1
"ENSG00000108854",3131.35556919142,-0.265467389984038,0.139754376813341,0,1,1
"ENSG00000108861",2104.71941851272,0.498184981785567,0.0886737280286251,0,1,1
"ENSG00000108883",979.024990494635,0.0841967820800629,0.091835878943985,0,1,1
"ENSG00000108924",56.2685193907555,1.28784445765766,0.315357939417147,0.912754751599614,0.361371540929856,1
"ENSG00000108932",46.7944899696478,0.841802961477384,0.4404914129917,0,1,1
"ENSG00000108946",7472.07245273415,0.267805131141715,0.0839791937048485,0,1,1
"ENSG00000108947",88.2019298778107,-0.256455588714665,0.236461772859977,0,1,1
"ENSG00000108950",1011.56504804899,1.09111254820506,0.125743668430277,0.724589550650664,0.468703871301586,1
"ENSG00000108953",6523.07889891444,0.102282375022335,0.0802145875432678,0,1,1
"ENSG00000108958",240.496315672619,0.0708650529315027,0.137549221685397,0,1,1
"ENSG00000108960",1723.1175228423,1.6867126945619,0.308825856442532,2.22362435086353,0.0261737288036792,1
"ENSG00000108961",11.6158080333473,0.0092978396310076,0.622467589487956,0,1,1
"ENSG00000108963",331.501236787408,0.0753818795407654,0.135892216830147,0,1,1
"ENSG00000108984",88.2390872758878,-0.670883685295881,0.251472839650171,0,1,1
"ENSG00000109016",329.39811264606,0.498750400308269,0.151913056702815,0,1,1
"ENSG00000109046",4254.74002234735,0.112902267838941,0.0982825335555566,0,1,1
"ENSG00000109047",1.32142750261687,-0.116272797890442,2.03763291168415,0,1,NA
"ENSG00000109062",199.586618687179,0.144688039545097,0.145673706206542,0,1,1
"ENSG00000109063",34.341293590487,0.334555613148494,0.364300023792655,0,1,1
"ENSG00000109065",514.980353166538,0.0155080266355396,0.109492233300726,0,1,1
"ENSG00000109066",519.506332884646,0.265959985520347,0.110099840411205,0,1,1
"ENSG00000109072",15.486874048807,-0.305511452797148,0.477128837097299,0,1,1
"ENSG00000109079",960.662346676811,0.283471870801603,0.0975104165894217,0,1,1
"ENSG00000109083",293.61013531817,-0.13278899326441,0.137287934459641,0,1,1
"ENSG00000109084",166.106938658821,0.369489987182725,0.181743727072038,0,1,1
"ENSG00000109089",600.057971196861,0.163998023621002,0.147404214925674,0,1,1
"ENSG00000109099",6929.47455059972,-0.248002599887596,0.0874373907636195,0,1,1
"ENSG00000109103",416.554715112734,-0.296518847672991,0.143099831893725,0,1,1
"ENSG00000109107",284.37093152118,-0.370710044301431,0.186757939806649,0,1,1
"ENSG00000109111",3930.95528959327,0.0233351736879465,0.0761659906803462,0,1,1
"ENSG00000109113",2208.28561352362,-0.0225958217654367,0.0845526739140238,0,1,1
"ENSG00000109118",792.63709293888,-0.114628520273385,0.0948719262067631,0,1,1
"ENSG00000109133",716.306795390652,0.281331405850761,0.100343112003052,0,1,1
"ENSG00000109163",3.54833650535211,-1.54545502403138,1.11784828657822,-0.487950852168889,0.625584653739875,1
"ENSG00000109171",979.108503697731,0.185606558832483,0.0982701773000987,0,1,1
"ENSG00000109180",1779.68606037929,0.002841004904551,0.0841147322972593,0,1,1
"ENSG00000109184",1178.88050139009,0.350519663995949,0.0957410049987425,0,1,1
"ENSG00000109189",647.359833692113,0.725158769434778,0.106329104244112,0,1,1
"ENSG00000109220",278.120309495873,0.310915522488641,0.138440049647452,0,1,1
"ENSG00000109265",81.467114628972,-1.28124877492992,0.234708438660678,-1.19828999986033,0.230804138331297,1
"ENSG00000109270",629.058349091451,0.099919821854284,0.106229668739767,0,1,1
"ENSG00000109272",1.44247060648184,-1.05455458445666,1.79063126050367,-0.0304666771210684,0.975694868842675,NA
